block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,340.443878,612799,N/A,N/A,N/A,N/A,N/A,N/A,
1,cube0,340.172791,612311,N/A,N/A,N/A,N/A,N/A,N/A,
2,cube0,340.132782,612239,N/A,N/A,N/A,N/A,N/A,N/A,
3,cube0,340.227783,612410,N/A,N/A,N/A,N/A,N/A,N/A,
4,cube0,340.264435,612476,N/A,N/A,N/A,N/A,N/A,N/A,
