block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
0,cube0,351.149994,632070,N/A,N/A,N/A,N/A,N/A,N/A,
1,cube0,351.126099,632027,N/A,N/A,N/A,N/A,N/A,N/A,
2,cube0,353.239990,635832,N/A,N/A,N/A,N/A,N/A,N/A,
3,cube0,351.200012,632160,N/A,N/A,N/A,N/A,N/A,N/A,
4,cube0,352.947784,635306,N/A,N/A,N/A,N/A,N/A,N/A,
