Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,N/A,KERNEL_AICORE,3,60,16.72,1731415041137525.970	,1731415041137542.690	
0,N/A,KERNEL_AICORE,3,61,16.78,1731415041137542.730	,1731415041137559.510	
0,N/A,KERNEL_AICORE,3,62,16.78,1731415041137559.551	,1731415041137576.331	
0,N/A,KERNEL_AICORE,3,63,16.7,1731415041137576.351	,1731415041137593.051	
0,N/A,KERNEL_AICORE,3,64,16.32,1731415041137593.071	,1731415041137609.391	
0,N/A,KERNEL_AICORE,3,65,16.78,1731415041137609.412	,1731415041137626.192	
0,N/A,KERNEL_AICORE,3,66,16.84,1731415041137626.212	,1731415041137643.052	
0,N/A,KERNEL_AICORE,3,67,16.34,1731415041137643.072	,1731415041137659.412	
0,N/A,EVENT_RECORD,3,68,0.02,1731415041137659.433	,1731415041137659.453	
0,N/A,KERNEL_AICORE,3,69,17.2,1731415041137731.614	,1731415041137748.814	
0,N/A,KERNEL_AICORE,3,70,16.92,1731415041137748.834	,1731415041137765.754	
0,N/A,KERNEL_AICORE,3,71,16.64,1731415041137765.795	,1731415041137782.435	
0,N/A,KERNEL_AICORE,3,72,16.78,1731415041137782.455	,1731415041137799.235	
0,N/A,KERNEL_AICORE,3,73,16.92,1731415041137799.255	,1731415041137816.175	
0,N/A,KERNEL_AICORE,3,74,16.92,1731415041137816.196	,1731415041137833.116	
0,N/A,KERNEL_AICORE,3,75,16.52,1731415041137833.156	,1731415041137849.676	
0,N/A,KERNEL_AICORE,3,76,16.38,1731415041137849.696	,1731415041137866.076	
0,N/A,KERNEL_AICORE,3,77,16.94,1731415041137866.117	,1731415041137883.057	
0,N/A,KERNEL_AICORE,3,78,16.7,1731415041137883.077	,1731415041137899.777	
0,N/A,KERNEL_AICORE,3,79,16.6,1731415041137899.797	,1731415041137916.397	
0,N/A,KERNEL_AICORE,3,80,16.74,1731415041137916.418	,1731415041137933.158	
0,N/A,KERNEL_AICORE,3,81,16.5,1731415041137933.178	,1731415041137949.678	
